trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
136,False,"{'a': 0.22, 'e': 0.8353309390761092}",25,11,-116.79388981679791,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 2}",1
137,False,"{'a': 0.22, 'e': 0.8339997335464516}",30,10,-78.24782844722638,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
138,False,"{'a': 0.22, 'e': 0.8326663997864511}",25,10,-159.18048055776845,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 3}",0
139,False,"{'a': 0.22, 'e': 0.831330927555993}",25,10,-85.24328696970974,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",0
140,False,"{'a': 0.22, 'e': 0.8299933065325801}",20,10,-4.228517793672522,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.22, 'e': 0.8286535263104015}",20,10,-7.357972519374795,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
142,False,"{'a': 0.22, 'e': 0.8273115763993883}",35,10,-81.88721956658196,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
143,False,"{'a': 0.22, 'e': 0.8259674462242557}",20,10,-19.567710560751895,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.22, 'e': 0.8246211251235299}",30,10,-179.6294343488161,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
145,False,"{'a': 0.22, 'e': 0.8232726023485624}",25,10,-33.06955399480192,"{0: 11, 1: 2, 2: 0, 3: 2, 4: 0}",0
146,False,"{'a': 0.22, 'e': 0.821921867062528}",25,10,-104.96061147243485,"{0: 10, 1: 0, 2: 0, 3: 4, 4: 1}",0
147,False,"{'a': 0.22, 'e': 0.8205689083394092}",25,18,-14.389029122266411,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.22, 'e': 0.819213715162965}",25,10,-121.11790510956116,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 2}",0
149,False,"{'a': 0.22, 'e': 0.8178562764256844}",25,10,-71.43726972100842,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 0}",0
150,False,"{'a': 0.22, 'e': 0.8164965809277239}",20,10,10.88246645467445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.22, 'e': 0.8151346173758302}",25,10,-18.576048882673234,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",0
152,False,"{'a': 0.22, 'e': 0.8137703743822448}",25,18,4.957052356343855,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.22, 'e': 0.8124038404635939}",30,10,-46.94607218746604,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
154,False,"{'a': 0.22, 'e': 0.8110350040397605}",25,10,-152.65381007773786,"{0: 7, 1: 0, 2: 4, 3: 2, 4: 2}",0
155,False,"{'a': 0.22, 'e': 0.8096638534327391}",25,10,-50.15809774883736,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.22, 'e': 0.8082903768654739}",35,10,-11.071813297506013,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 0.22, 'e': 0.806914562460678}",30,10,-69.8148284776595,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
158,False,"{'a': 0.22, 'e': 0.8055363982396359}",30,10,-21.81372616886844,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
159,False,"{'a': 0.22, 'e': 0.8041558721209856}",20,10,-13.837762235369256,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.22, 'e': 0.802772971919484}",25,10,-11.10923377210748,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",0
161,False,"{'a': 0.22, 'e': 0.8013876853447516}",20,16,7.37611398071413,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.22, 'e': 0.7999999999999977}",30,10,-110.12648700023865,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
163,False,"{'a': 0.22, 'e': 0.798609903380727}",20,10,-99.61790837127883,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",0
164,False,"{'a': 0.22, 'e': 0.7972173828734243}",20,10,-37.8317765982839,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.22, 'e': 0.7958224257542191}",35,10,-55.19660151379469,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.22, 'e': 0.79442501918753}",35,26,4.643594023797166,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.22, 'e': 0.7930251502246856}",20,10,15.526453478501283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.22, 'e': 0.7916228058025254}",20,10,-23.330870656031955,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.22, 'e': 0.7902179727419775}",25,10,-36.23776334185652,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",0
170,False,"{'a': 0.22, 'e': 0.7888106377466131}",25,10,-103.71338328476658,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",0
171,False,"{'a': 0.22, 'e': 0.7874007874011787}",25,10,-135.80889599904458,"{0: 5, 1: 3, 2: 3, 3: 3, 4: 1}",0
172,False,"{'a': 0.22, 'e': 0.785988408170104}",30,13,-135.16273995086115,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 2}",1
173,False,"{'a': 0.22, 'e': 0.7845734863959856}",20,10,-42.92724368684359,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",0
174,False,"{'a': 0.22, 'e': 0.7831560082980462}",20,10,-7.121755130288699,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.22, 'e': 0.7817359599705691}",25,10,4.919471260335694,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",0
176,False,"{'a': 0.22, 'e': 0.7803133273813059}",20,10,-42.833265385097825,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",0
177,False,"{'a': 0.22, 'e': 0.778888096369859}",25,10,-13.800954925520324,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",0
178,False,"{'a': 0.22, 'e': 0.7774602526460376}",25,14,-2.0444555004154608,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.22, 'e': 0.7760297817881852}",30,10,-43.613564173304475,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
180,False,"{'a': 0.22, 'e': 0.7745966692414807}",20,10,14.076389095514088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.22, 'e': 0.7731609003162108}",20,10,-64.78338676932935,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.22, 'e': 0.7717224601860123}",20,10,-38.4060858780475,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",0
183,False,"{'a': 0.22, 'e': 0.7702813338860868}",20,10,-23.63340956170829,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.22, 'e': 0.7688375063113836}",20,10,-18.392847816228777,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
185,False,"{'a': 0.22, 'e': 0.7673909622147531}",20,10,14.995158532442264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.22, 'e': 0.7659416862050678}",20,10,2.342267461873378,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.22, 'e': 0.7644896627453116}",20,10,7.046288833353222,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.22, 'e': 0.7630348761506371}",20,10,-100.85381309957998,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",0
189,False,"{'a': 0.22, 'e': 0.7615773105863882}",25,10,-38.99831937988212,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",0
190,False,"{'a': 0.22, 'e': 0.7601169500660894}",25,10,-67.20649591583752,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.22, 'e': 0.7586537784494002}",25,18,9.400662938761727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.22, 'e': 0.7571877794400339}",25,10,6.817522278702716,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.22, 'e': 0.7557189365836396}",30,10,-27.92704169655332,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.22, 'e': 0.754247233265648}",25,10,11.7811782951565,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.22, 'e': 0.7527726527090783}",30,12,-112.72403989863902,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 2}",1
196,False,"{'a': 0.22, 'e': 0.7512951779723069}",35,17,4.3015112898914785,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.22, 'e': 0.7498147919467968}",25,10,-0.490392070205679,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",0
198,False,"{'a': 0.22, 'e': 0.7483314773547856}",25,10,-63.897119114113785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",0
199,False,"{'a': 0.22, 'e': 0.7468452167469333}",25,10,-41.2050560364532,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",0
200,False,"{'a': 0.22, 'e': 0.7453559924999271}",20,10,-61.88530438175709,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",0
201,False,"{'a': 0.22, 'e': 0.7438637868140439}",35,10,-66.63386041434117,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
202,False,"{'a': 0.22, 'e': 0.7423685817106668}",30,10,-130.92544873117112,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
203,False,"{'a': 0.22, 'e': 0.7408703590297594}",30,10,-41.90454545999792,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.22, 'e': 0.7393691004272915}",25,10,-32.79998225843476,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",0
205,False,"{'a': 0.22, 'e': 0.7378647873726188}",25,13,7.082109936472175,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.22, 'e': 0.7363574011458144}",25,14,-0.22778255034418837,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.22, 'e': 0.7348469228349505}",30,10,-10.872701591219265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
208,False,"{'a': 0.22, 'e': 0.7333333333333303}",20,10,-48.9455447430956,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",0
209,False,"{'a': 0.22, 'e': 0.7318166133366686}",20,16,8.68989880232309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.22, 'e': 0.7302967433402184}",20,10,-60.125581185195266,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.22, 'e': 0.7287737036358451}",20,12,-47.169405707962774,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.22, 'e': 0.7272474743090446}",30,10,6.523128588178621,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.22, 'e': 0.725718035235905}",20,10,-47.89805040623976,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",0
214,False,"{'a': 0.22, 'e': 0.7241853660800113}",35,12,-69.62222630489889,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
215,False,"{'a': 0.22, 'e': 0.7226494462892902}",20,10,-79.4944007350366,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.22, 'e': 0.7211102550927947}",20,10,-33.05719292949415,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",0
217,False,"{'a': 0.22, 'e': 0.7195677714974269}",20,15,-3.0809360574903106,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.22, 'e': 0.7180219742845972}",20,12,-9.883017277051026,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.22, 'e': 0.7164728420068193}",30,10,-85.91780936121681,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
220,False,"{'a': 0.22, 'e': 0.7149203529842373}",20,10,-16.55788883177237,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.22, 'e': 0.7133644853010865}",20,10,-5.135038698893669,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.22, 'e': 0.711805216802084}",20,10,-104.87873454932885,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.22, 'e': 0.7102425250887471}",25,10,0.7698617354083335,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.22, 'e': 0.7086763875156398}",25,10,7.777474259820698,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.22, 'e': 0.707106781186544}",20,10,-1.4495931646794395,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.22, 'e': 0.705533682950554}",20,13,-35.72533688216129,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.22, 'e': 0.7039570693980923}",25,10,12.187349704134974,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.22, 'e': 0.7023769168568457}",25,10,-9.43073429011565,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",0
229,False,"{'a': 0.22, 'e': 0.7007932013876177}",25,11,-27.279233434566294,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.22, 'e': 0.6992058987800974}",20,10,-7.294741577735639,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.22, 'e': 0.6976149845485413}",25,10,-48.57184530560977,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.22, 'e': 0.6960204339273663}",30,10,20.87641496382085,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.22, 'e': 0.6944222218666516}",25,10,-100.557825563917,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 2}",0
234,False,"{'a': 0.22, 'e': 0.6928203230275473}",25,10,-69.88895815322212,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",0
235,False,"{'a': 0.22, 'e': 0.691214711777587}",30,10,-4.459604579734299,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
236,False,"{'a': 0.22, 'e': 0.689605362185903}",20,10,-8.509567030637598,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
237,False,"{'a': 0.22, 'e': 0.6879922480183394}",20,10,0.8356894236587666,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
238,False,"{'a': 0.22, 'e': 0.6863753427324629}",30,10,-76.96036550906886,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
239,False,"{'a': 0.22, 'e': 0.6847546194724674}",20,10,-41.799250515993904,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.22, 'e': 0.6831300510639694}",30,10,-67.45594122689721,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
241,False,"{'a': 0.22, 'e': 0.6815016100086919}",20,12,-38.63996048135491,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.22, 'e': 0.6798692684790342}",25,10,-25.76396705255098,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",0
243,False,"{'a': 0.22, 'e': 0.6782329983125229}",25,10,-54.224316300751255,"{0: 11, 1: 0, 2: 1, 3: 3, 4: 0}",0
244,False,"{'a': 0.22, 'e': 0.6765927710061441}",20,10,-66.46013827539653,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 1}",0
245,False,"{'a': 0.22, 'e': 0.6749485577105491}",20,10,-44.904027108886176,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",0
246,False,"{'a': 0.22, 'e': 0.6733003292241346}",20,10,-32.58256112893575,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",0
247,False,"{'a': 0.22, 'e': 0.6716480559869923}",25,10,-37.031403899109534,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",0
248,False,"{'a': 0.22, 'e': 0.6699917080747221}",30,10,-40.43851077700847,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
249,False,"{'a': 0.22, 'e': 0.6683312551921101}",30,10,-45.958642993561064,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
250,False,"{'a': 0.22, 'e': 0.6666666666666627}",20,10,-31.44843962186821,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",0
251,False,"{'a': 0.22, 'e': 0.6649979114419962}",30,10,-33.079403165374785,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
252,False,"{'a': 0.22, 'e': 0.6633249580710759}",25,10,23.96565840678603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.22, 'e': 0.6616477747093029}",20,10,-10.389761778651597,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.22, 'e': 0.6599663291074404}",35,14,-26.632923016722984,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 0}",1
255,False,"{'a': 0.22, 'e': 0.6582805886043792}",20,10,-24.981319108891622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.22, 'e': 0.6565905201197362}",25,13,-18.165948009904376,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
257,False,"{'a': 0.22, 'e': 0.6548960901462791}",20,16,6.928569714125727,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.22, 'e': 0.6531972647421767}",20,10,3.1175179518930394,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.22, 'e': 0.6514940095230646}",20,10,7.930885969821086,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.22, 'e': 0.6497862896539267}",25,10,-29.777059334529532,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.22, 'e': 0.6480740698407818}",30,15,-92.17146483394296,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
262,False,"{'a': 0.22, 'e': 0.6463573143221729}",25,10,-82.04959364246277,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",0
263,False,"{'a': 0.22, 'e': 0.6446359868604529}",25,12,-9.2000366043134,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.22, 'e': 0.6429100507328593}",25,10,-11.640638021797558,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",0
265,False,"{'a': 0.22, 'e': 0.6411794687223739}",25,10,-38.42635489820202,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",0
266,False,"{'a': 0.22, 'e': 0.6394442031083583}",20,10,-49.75723512889573,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",0
267,False,"{'a': 0.22, 'e': 0.637704215656962}",20,10,3.0567332627103534,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.22, 'e': 0.6359594676112927}",30,10,-72.49781630386242,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.22, 'e': 0.6342099196813439}",30,10,-93.95131155263402,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
270,False,"{'a': 0.22, 'e': 0.6324555320336714}",20,10,-39.59474985899138,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",0
271,False,"{'a': 0.22, 'e': 0.6306962642808123}",20,10,-79.11507632678764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",0
272,False,"{'a': 0.22, 'e': 0.6289320754704358}",20,10,3.3003915512302435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
273,False,"{'a': 0.22, 'e': 0.6271629240742216}",20,10,9.383144754933312,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.22, 'e': 0.6253887679764528}",20,10,4.444793963736661,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
275,False,"{'a': 0.22, 'e': 0.6236095644623191}",30,10,-40.31644766556782,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
276,False,"{'a': 0.22, 'e': 0.6218252702059165}",25,10,-47.84147911588771,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",0
277,False,"{'a': 0.22, 'e': 0.620035841257938}",25,10,-0.41913123902464555,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.22, 'e': 0.6182412330330423}",20,10,-6.507901746999307,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.22, 'e': 0.6164414002968931}",25,10,3.413404627981772,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
280,False,"{'a': 0.22, 'e': 0.6146362971528546}",20,15,5.952547513174039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.22, 'e': 0.6128258770283367}",25,10,-45.076658168442854,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.22, 'e': 0.6110100926607741}",20,10,13.39790888433152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.22, 'e': 0.6091888960832309}",25,10,-49.98587915130003,"{0: 11, 1: 0, 2: 1, 3: 3, 4: 0}",0
284,False,"{'a': 0.22, 'e': 0.6073622386096152}",25,10,9.288821508468642,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.22, 'e': 0.6055300708194936}",25,10,-12.432439680613816,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",0
286,False,"{'a': 0.22, 'e': 0.6036923425424897}",20,10,6.946463711141298,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.22, 'e': 0.6018490028422548}",20,10,-23.737783326005694,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",0
288,False,"{'a': 0.22, 'e': 0.5999999999999952}",25,10,-50.06410040757865,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",0
289,False,"{'a': 0.22, 'e': 0.5981452814975405}",20,10,7.161923425158873,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
290,False,"{'a': 0.22, 'e': 0.5962847939999391}",20,13,3.616429296334489,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.22, 'e': 0.594418483337562}",20,10,9.00416599202567,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.22, 'e': 0.5925462944877009}",20,14,10.622732109993581,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.22, 'e': 0.59066817155564}",20,10,-25.085370737178664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",0
294,False,"{'a': 0.22, 'e': 0.5887840577551847}",20,10,-58.27618850484655,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",0
295,False,"{'a': 0.22, 'e': 0.5868938953886286}",20,10,-13.423458707267283,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.22, 'e': 0.5849976258261363}",30,10,-5.6585964516629055,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.22, 'e': 0.5830951894845249}",20,11,2.565684164330409,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.22, 'e': 0.581186525805418}",20,10,7.247913371291881,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.22, 'e': 0.5792715732327537}",25,10,-50.1458927415417,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 1}",0
300,False,"{'a': 0.22, 'e': 0.5773502691896205}",20,10,-21.501592758050396,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",0
301,False,"{'a': 0.22, 'e': 0.575422550054397}",30,10,-26.354250419213997,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
302,False,"{'a': 0.22, 'e': 0.5734883511361698}",30,10,-41.192619931074844,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
303,False,"{'a': 0.22, 'e': 0.5715476066494029}",25,10,-6.282040797446475,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.22, 'e': 0.56960024968783}",35,10,-5.460594952633482,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
305,False,"{'a': 0.22, 'e': 0.5676462121975413}",20,10,-17.43678781923978,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",0
306,False,"{'a': 0.22, 'e': 0.5656854249492326}",30,10,-8.060308374851338,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
307,False,"{'a': 0.22, 'e': 0.5637178175095866}",25,10,5.075482461979167,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.22, 'e': 0.5617433182117517}",25,10,-34.705174616455935,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",0
309,False,"{'a': 0.22, 'e': 0.5597618541248833}",30,20,4.406450104716792,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.22, 'e': 0.5577733510227115}",25,19,9.238034067997951,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.22, 'e': 0.5557777333510967}",25,10,-2.5286503728907017,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
312,False,"{'a': 0.22, 'e': 0.5537749241945328}",25,10,-3.2567243762919116,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
313,False,"{'a': 0.22, 'e': 0.551764845241556}",30,20,-7.430650089220907,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.22, 'e': 0.5497474167490157}",25,10,-0.06973516200507035,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
315,False,"{'a': 0.22, 'e': 0.5477225575051604}",20,10,-7.586539980459191,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
316,False,"{'a': 0.22, 'e': 0.5456901847914909}",25,10,-34.6080283276486,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",0
317,False,"{'a': 0.22, 'e': 0.5436502143433305}",20,10,-0.6906933117528609,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.22, 'e': 0.5416025603090582}",20,10,17.730337776420562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.22, 'e': 0.539547135207949}",25,10,-21.18973885467621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",0
