trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0.5, 'e': 0.35999999999999943}",25,10,-1.3802642708546413,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.3399999999999994}",20,10,-71.90889612489444,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.3199999999999994}",25,10,-71.24279374295578,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.2999999999999994}",35,10,-43.61612571271753,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.27999999999999936}",20,10,-21.452077680931406,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.25999999999999934}",25,10,-46.73266509287516,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.23999999999999935}",25,10,-5.619800139323444,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.21999999999999936}",25,10,-44.98864803609442,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.19999999999999937}",35,10,-14.503125093068432,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.17999999999999938}",30,10,-68.31076749929402,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.1599999999999994}",35,10,-125.84021556349201,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.1399999999999994}",25,10,-61.54320211222273,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.1199999999999994}",20,10,-17.664041744046926,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.0999999999999994}",25,10,-33.86572188999205,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.07999999999999939}",25,10,-56.31983047750772,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.05999999999999939}",20,10,-7.114216504894896,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.03999999999999938}",30,10,-71.32950218074559,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.019999999999999383}",20,10,-39.617777135259445,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0}",30,10,-107.99835827829956,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
1,True,"{'a': 0, 'e': 0}",30,10,-42.20381822020313,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",25,10,-13.231515418516107,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,10,-33.82234922718319,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",20,10,1.6777797208203946,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,10,-80.32530649892163,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",0
6,True,"{'a': 0, 'e': 0}",20,10,-31.1936800515424,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,10,-66.0682037593499,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",25,10,-105.77639455934954,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 2}",0
9,True,"{'a': 0, 'e': 0}",30,10,-121.46785737090987,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
10,True,"{'a': 0, 'e': 0}",20,14,12.016789345679111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
